"kapitola";"věta";"rozsudek";"komentář"
"VII";"V důsledku těchto bludů přestala jíst, protože věřila, že jako mrtvola nemá potřebu potravy.";"PONECHAT";"Funkční detail, i tematicky rezonuje s knihou (jídlo/vnitřnosti jako motiv)."
"VII";"Tento stav Jules Cotard popsal jako formu nihilistického deliria.";"SMAZAT";"Opakuje již řečené (nihilistická bludná porucha z první věty kapitoly) - redundantní."
"VII";"Syndrom se nejčastěji vyskytuje v komorbiditě s jiným vážným psychotickým onemocněním, jako je schizofrenie, bipolární porucha nebo některá z poruch osobnosti.";"PONECHAT";"Funkční, odborně věrohodné."
"VII";"Může se však vyskytovat i samostatně, třeba jako reakce na úraz mozku nebo traumatickou událost.";"PONECHAT";"Klíčové - ""traumatickou událost"" přesně odpovídá Tomášově autonehodě, důležitá provázanost s dějem."
"VII";"Právě Cotardův syndrom byla diagnóza, kterou vyřkl doktor Garnier Kláře, když se ptala na výsledky Tomova komplexního vyšetření osobnosti.";"PONECHAT";"Funkční, uzavírá úvodní expozici a přechází do scény."
"VII";"„Co se s tím dá dělat?“ zeptala se Klára doktora Garniera, usazeného za hnědým masivním stolem.";"PONECHAT";"Funkční úvod scény, barva ""hnědým"" jemně navazuje na motiv ""hnědého údělu""."
"VII";"„To zatím dejme stranou, jsme tu hlavně kvůli vám.";"PONECHAT";"Klíčová manipulativní taktika - Garnier systematicky odvádí pozornost od Tomáše k Kláře, zavádí hlavní téma kapitoly."
"VII";"Toma můžeme probrat později.“";"PONECHAT";"Funkční, slib, který se v kapitole nikdy pořádně nesplní."
"VII";"„Vypadáte dobře, Kláro. Máte nový účes?“";"PONECHAT";"Funkční, zavádí Garnierovu posedlost jejím vzhledem, klíčové pro pozdější manipulaci."
"VII";"„Ano, byla jsem se poprvé od Tomovy nehody ostříhat.“";"PONECHAT";"Funkční, konkrétní časový ukazatel."
"VII";"Usmála se.";"PONECHAT";"Krátké gesto."
"VII";"„Sluší vám to. Vidíte, jak hned prokouknete, když o sebe trochu dbáte?“ usmál se Garnier blahosklonně, jako by chválil školačku.";"PONECHAT";"""Blahosklonně, jako by chválil školačku"" - explicitní, důležitá charakteristika Garnierova povýšeneckého, paternalistického tónu vůči Kláře."
"VII";"„Nedá mi to, ale asi se přece jen budeme muset pobavit o Tomášovi. Žere dobře?“";"PONECHAT";"""Žere"" - Garnier sám používá zvířecí slovník, potvrzuje, že rámec není jen Klářina soukromá fantazie."
"VII";"Klára překřížila nohy.";"PONECHAT";"Krátké gesto, dobrý detail nervozity/obrany."
"VII";"„Řekla bych, že ano. Musím mu ale vyvařovat vnitřnosti.";"PONECHAT";"Funkční, návaznost na motiv vnitřností."
"VII";"Jednak má asi žlučníkové kameny, a za druhé nic jiného nepozře.";"PONECHAT";"Žlučníkový motiv se vrací i zde - napříč knihou konzistentní detail."
"VII";"Žere to jen v psychóze.";"PONECHAT";"Funkční."
"VII";"Když je příčetný, ani si nepřipouští, že by něco takového jedl.“";"PONECHAT";"Funkční, dobře ukazuje rozštěpení jeho vědomí mezi stavy."
"VII";"Garnier si zrovna leštil brýle, zdál se nepřítomen, ale přikyvoval.";"PONECHAT";"Dobrý detail předstírané pozornosti - charakterizuje jeho manipulativní odstup."
"VII";"„U Cotardova syndromu je to zcela běžné, Kláro. Syndrom už ovládá i jeho tělesné funkce. Mění se mu chutě, aby ho mozek přesvědčil, že je někdo jiný... nebo spíš, že je mrtvý.“";"PONECHAT";"Funkční, klinicky věrohodné vysvětlení - dobře propojuje zvířecí motiv s oficiální diagnózou."
"VII";"Klára nad tím přemýšlela a pak se zeptala: „Takže se mu změnila chuť, aby ho přesvědčila, že je mrtvola?“";"PONECHAT";"Funkční, ukazuje její snahu porozumět."
"VII";"„Výborně,“ usmál se Garnier a pokýval hlavou.";"PONECHAT";"Funkční, povýšenecký tón."
"VII";"„Na ženu docela bystrý úsudek, přesně tak to je.";"PONECHAT";"KLÍČOVÁ věta - explicitní misogynie (""na ženu"") definitivně charakterizuje Garniera jako záměrně ponižujícího vůči Kláře, důležitý detail jeho povahy, nesahat."
"VII";"A jak to jde s výchovou? Trestáte ho?“";"PONECHAT";"Přímá, znepokojivá otázka - potvrzuje, že Garnier sám aktivně řídí/schvaluje týrání."
"VII";"„No, ano, ale jen trochu. Měl jste pravdu, jinak to nejde.";"PONECHAT";"KLÍČOVÁ věta - odhaluje, že to byl GARNIER, kdo Kláře poradil bít Tomáše. Definitivně z něj dělá aktivního strůjce násilí v obou realitách knihy, mimořádně důležité, nesahat."
"VII";"Uřízla jsem si lískový proutek.";"PONECHAT";"Funkční, konkrétní."
"VII";"Když se snažil v kuchyni vyškrábat na zeď a strhal si u toho nehty do krve, vzala jsem si ho a třikrát jsem ho švihla přes záda.“";"PONECHAT";"Odpovídá scéně z kap. IV - potvrzuje shodu základní reality, jen s odhalením Garnierova podílu viny."
"VII";"Odmlčela se a čekala, co doktor řekne.";"PONECHAT";"Funkční, ukazuje její potřebu jeho schválení."
"VII";"„Nemáte se za co stydět, děvče,“ uklidnil ji s úsměvem.";"PONECHAT";"""Děvče"" - další znevažující oslovení, pokračuje charakteristika."
"VII";"„Mužská síla se někdy musí zkrotit. Děláte, co můžete. A co okovy?“";"PONECHAT";"Mrazivě věcná otázka o poutech, dobře gradující hrůzu situace, nesahat."
"VII";"„Mám je připravené ve sklepě. Párkrát jsem ho tam připoutala, ale přijde mi lepší nechat ho toulat. Chodí po chodníku, nikoho si nevšímá. Jen jednou vyděsil nějakou babku...“";"PONECHAT";"Odkaz na scénu z konce kap. I - potvrzuje shodu reality mezi kapitolami z různých perspektiv."
"VII";"Garnier si povzdechl.";"PONECHAT";"Krátké gesto."
"VII";"„Nezávidím vám to. Na tak křehkou ženu je to poněkud vyčerpávající.“";"PONECHAT";"""Křehkou"" - další paternalistická charakteristika, konzistentní s misogynním tónem."
"VII";"Naklonil se přes stůl.";"PONECHAT";"Funkční gesto."
"VII";"„Dáme si pauzu. Kávovar mám rozbitý. Buďte tak hodná a skočte mi na recepci pro velké černé espresso. Vy si dejte, co chcete, já to samozřejmě zaplatím. A dejte si venku v klidu cigaretku, já nespěchám. Máme času dost.“";"PONECHAT";"Klíčová věta - Garnier redukuje Kláru na sekretářku/služku, konkrétní projev jeho mocenské kontroly, funguje."
"VII";"Klára se sice chtěla ohradit proti tomu, že ji posílá pro kafe jako sekretářku, ale nohama jí zrovna projela štiplavá bolest.";"PONECHAT";"KLÍČOVÁ věta - první zmínka bolesti nohou, možná spojnice se zdravotním problémem zmíněným později (odst. 63-67) a s pozdější ""plantární hyperémií"" z kap. XII. Důležitý raný signál, nesahat."
"VII";"Nakonec byla ráda, že to může rozchodit.";"PONECHAT";"Funkční, ukazuje její rezignaci/přizpůsobení."
"VII";"Přešlapovala venku mezi popelnicí a popelníkem postaveným na jedné noze.";"PONECHAT";"Konkrétní, funkční detail prostředí."
"VII";"Bolest nohou jí odezněla překvapivě rychle.";"PONECHAT";"Funkční, pokračuje motiv bolesti nohou."
"VII";"Ve světle pouličních lamp zahlédla první letošní vločky.";"PONECHAT";"Poetický, tichý detail, dobrý kontrast k tvrdosti scény uvnitř."
"VII";"Při druhé cigaretě se zaměřila na okna sídlištních paneláků.";"PONECHAT";"Funkční, konkrétní."
"VII";"Jaké to asi je, být normální?";"PONECHAT";"Silná, tichá řečnická otázka - emoční vrchol odstavce, nesahat."
"VII";"Když se vrátila s kávou, Garnier pomalu usrkoval ze svého hrnku.";"PONECHAT";"Funkční přechod."
"VII";"„Nabídnete mi cigaretu, Kláro?“ zeptal se.";"PONECHAT";"Funkční, zavádí následující kontrolní scénu."
"VII";"„Mohu vám jednu umotat,“ řekla a poslepu začala v kabelce hledat tabák.";"PONECHAT";"Funkční."
"VII";"„Nebuďte labuť a dejte mi rovnou tu vaši tabatěrku.“";"PONECHAT";"Funkční, hrubý tón, buduje napětí."
"VII";"Klára ztuhla, ale poslechla.";"PONECHAT";"Krátké, silné, ukazuje submisivitu."
"VII";"Z kapsy džínsů vytáhla stříbrnou tabatěrku a podala mu ji.";"PONECHAT";"Odkaz na nacistickou tabatěrku - klíčový předmět napříč knihou."
"VII";"Doktora Garniera zaujala orlice s křížem na víčku.";"PONECHAT";"Funkční, všímá si symbolu (svastika, i když zde nazvaná ""kříž"" - viz komentář dále)."
"VII";"„Zajímavá rekvizita pro takovou mladou dámu,“ ušklíbl se pobaveně.";"PONECHAT";"Funkční, další paternalistická poznámka."
"VII";"„Hrajete si na drsňačku, viďte?“";"PONECHAT";"Znevažující, bagatelizující otázka, pokračuje charakterizace."
"VII";"Otevřel ji.";"PONECHAT";"Krátké, funkční."
"VII";"Bylo tam ještě šest cigaret.";"PONECHAT";"Funkční, konkrétní počet důležitý pro následující matematiku."
"VII";"Vytáhl jednu z nich, pomalu ji zlomil a hodil ji do své sklenice s vodou.";"PONECHAT";"Šokující, agresivní gesto kontroly - vrchol scény, silné."
"VII";"To samé udělal s druhou.";"PONECHAT";"Krátké, gradující násilí."
"VII";"„Co to děláte?!“ vyhrkla Klára.";"PONECHAT";"Funkční, přirozená reakce."
"VII";"„Kláro, děvče nešťastné,“ pronesl mírně, ale s nesmlouvavou nadřazeností.";"PONECHAT";"Opět ""děvče"" - další znevažující oslovení, konzistentní charakteristika."
"VII";"„Tvrdíte mi, že jich vykouříte maximálně sedm za den. Jen co jste tady, měla jste pět. Krásné ženy by neměly tolik kouřit, škodí to pleti, dělá to vrásky a navíc pak nevoníte moc vábně.“";"PONECHAT";"Klíčová věta - redukuje Kláru čistě na její vzhled/přitažlivost, definitivní potvrzení jeho misogynní kontroly, nesahat."
"VII";"„Nejsem váš pacient, nemáte mi co mluvit do toho, kolik...“";"PONECHAT";"Funkční, pokus o vzdor."
"VII";"„Ale Kláro, klid,“ přerušil ji s blahosklonným úsměvem.";"PONECHAT";"Funkční, přerušuje ji uprostřed věty - mocenské gesto."
"VII";"„Z právního hlediska jste moje pacientka. Já, jako váš lékař, vám říkám, že si tím jen ničíte nervy. Buďte rozumná a nekomplikujte si to. Stačí, abych do zprávy napsal, že péči o partnera nezvládáte, a Tomáš půjde do ústavu. To přece nechcete. Tak se taky snažte.“";"PONECHAT";"KLÍČOVÁ věta - explicitní vydírání, Garnier hrozí ztrátou Tomáše, pokud se Klára nepodřídí jeho kontrole. Zásadní pro pochopení mocenské dynamiky celé kapitoly, nesahat."
"VII";"Posunul jí sklenici se zčernalou vodou.";"PONECHAT";"Funkční gesto ponížení."
"VII";"„Běžte to vylít do záchodu. Nemůžu se na ten sajrajt dívat.“";"PONECHAT";"Funkční, redukuje ji na služebnou roli."
"VII";"Když se Klára s prázdnou sklenicí posadila zpět, Garnier na ni mrkl.";"PONECHAT";"Funkční přechod."
"VII";"„Tak povídejte. Copak dalšího se u vás doma stalo? Určitě jste mi něco zatajila.“";"PONECHAT";"Funkční, manipulativní předpoklad viny."
"VII";"Kláře se třásly ruce.";"PONECHAT";"Krátké, tělesný detail úzkosti."
"VII";"„Spálil si ruku o sporák.“";"PONECHAT";"Klíčová věta - zavádí verzi příhody se sporákem z její perspektivy."
"VII";"„Sám?“";"PONECHAT";"Krátké, funkční, sugestivní otázka."
"VII";"„Ne.“";"PONECHAT";"Krátké, napětí gradující."
"VII";"„Takže vy?“";"PONECHAT";"Funkční, přímé obvinění."
"VII";"„Chtěla jsem rozpálit plotnu, než na ni dám hrnec... odešla jsem pro rýži. Když jsem se vrátila, měl ji přilepenou na sporáku a už se z ní kouřilo. Ošetřila jsem mu to.“";"PONECHAT";"KLÍČOVÁ věta - Klářina verze se přesně shoduje s ""objektivní"" scénou z kap. IV (nešlo o úmysl, ale o nehodu/sebepoškození), na rozdíl od obviňující verze, kterou Tomáš vyprávěl Garnierovi v kap. V. Tohle je důležitý interpretační klíč: naznačuje, že Tomášovo vyprávění je paranoidnější/méně spolehlivé než Klářino, nesahat."
"VII";"„Kláro, Kláro,“ povzdechl si shovívavě.";"PONECHAT";"Funkční, povýšenecký tón."
"VII";"„To je ale od vás velmi neopatrné. Musíte na něj dávat větší pozor.“";"PONECHAT";"Klíčová věta - Garnier obviňuje Kláru i za nehodu, kterou nezpůsobila, pokračuje manipulace vinou."
"VII";"„Moc se omlouvám.“";"PONECHAT";"Funkční, ukazuje internalizovanou vinu."
"VII";"„Ale no tak, slzičky si nechte,“ usmál se.";"PONECHAT";"Znevažující reakce na její emoce, konzistentní charakteristika."
"VII";"„Vlastně se toho tolik nestalo. Může se stát každému. Něco dalšího? Třeba tam u vás ve sklepě?“";"PONECHAT";"Rychlá změna tónu (z výtky na bagatelizaci) - dobrá ukázka gaslightingu, funguje."
"VII";"„Všimla jsem si, že má hlínu za nehty... a že je ve sklepě rozrytá zem.“";"PONECHAT";"Funkční, zavádí motiv hrobů z její perspektivy."
"VII";"„Jak jste to vyřešila?“";"PONECHAT";"Funkční."
"VII";"„Dala jsem mu krumpáč a rýč a začal kopat. Vykopal tam dva hroby vedle sebe.“";"PONECHAT";"Odpovídá scéně z kap. IV, konzistentní."
"VII";"„Vidíte, jak jste šikovná holka,“ zhodnotil to spokojeně Garnier.";"PONECHAT";"Opět ""holka"" - znevažující oslovení, groteskní pochvala za umožnění kopání hrobů."
"VII";"„Aspoň si nezničí nehty. Už tak máte oba problémů nad hlavu.“";"PONECHAT";"Absurdní, černě komická pointa (""problémů nad hlavu"" - slovní hříčka s hroby) uprostřed jinak temné scény."
"VII";"Vrátil jí tabatěrku přes stůl.";"PONECHAT";"Funkční, uzavírá scénu s cigaretami."
"VII";"„Sedm denně, Kláro. Nezapomeňte.“";"PONECHAT";"Funkční, potvrzuje jeho kontrolu nad jejím životem."
"VII";"Opřel se pohodlně do křesla a spojil si prsty.";"PONECHAT";"Konkrétní gesto, dobrý přechod."
"VII";"„Ale pak je tu ještě jedna otázka. Jak se vlastně máte vy?“";"PONECHAT";"Funkční, zavádí druhou část sezení."
"VII";"„Děláte mi radost. Necítím z vás kouř.“";"PONECHAT";"Funkční, pokračuje jeho kontrolní posedlost."
"VII";"„Kouřím stále, ale když jdu na naše sezení, cigarety si neberu.“";"PONECHAT";"Funkční, ukazuje její přizpůsobení jeho pravidlům."
"VII";"„Vím, že stále kouříte, ale oceňuji váš kompromis i upřímnost.“";"PONECHAT";"Funkční, falešně vstřícný tón."
"VII";"„Děkuji, pane doktore.“";"PONECHAT";"Krátké, ukazuje její internalizovanou vděčnost za minimální ústupek."
"VII";"„Zasloužíte odměnu. Dnešní sezení půjde na VZP,“ řekl Garnier, dřív než usedl za stůl, a přitom pokynul Kláře.";"PONECHAT";"Konkrétní, věrohodný detail (zdravotní pojištění), dobrá satira systému."
"VII";"Klára si sedla.";"PONECHAT";"Funkční gesto."
"VII";"„Jak se máte, Kláro?“";"OVĚŘIT";"Otázka se opakuje, jako by sezení začínalo znovu od začátku - podobný smyčkový/repetitivní efekt jako v kap. VI u Tomáše. Buď záměrný strukturální odkaz (obě postavy zažívají podobné časové smyčky), nebo formální nesrovnalost - ověřit záměr, ale pokud jde o odkaz na kap. VI, ponechat jako důležitou paralelu."
"VII";"„Mám se dobře, omezení kouření mi pomohlo, abych se cítila lépe.“";"PONECHAT";"Funkční, ironicky přejímá Garnierův rámec jako vlastní úspěch."
"VII";"„To rád slyším, jsou to dobré zprávy, hlavně pro vás. Nicméně, já bohužel nemám příliš dobré zprávy, ale myslím, že to nebude nic, co by nešlo řešit, tak se nelekejte. No, pojďme rovnou k věci, ale postupně.“";"UPRAVIT";"Věta je záměrně vágní a zdlouhavá (odkládání špatné zprávy) - funguje jako charakterizace manipulativní taktiky, ale zvážit mírné zkrácení pro čtivost."
